mean_rota_choice_quantity,mean_amount_of_hours,mean_difference_in_rotas,local_fitness,control
3.0,65.0,6.0,0.39999999999999997,False
2.0,65.0,0.0,0.42857142857142855,False
3.0,58.333333333333336,12.666666666666666,0.6666666666666666,False
3.0,65.0,,0.42857142857142855,False
2.5,63.25,7.166666666666667,0.4642857142857143,False
1.8333333333333333,65.0,2.6666666666666665,0.4047619047619047,False
1.75,61.5,9.0,0.5,False
1.5,61.5,9.0,0.6428571428571429,False
3.3333333333333335,58.333333333333336,16.666666666666668,0.5238095238095238,False
1.0,65.0,,0.42857142857142855,False
