skill_quantity_mean,skill_quantity_mean_error,skill_quantity_min_diff,skill_quantity_max_diff,hours_mean,hours_mean_error,hours_min_diff,hours_max_diff,choices_mean,choices_mean_error,choices_min_diff,choices_max_diff,hamming_mean,hamming_mean_error,hamming_min_diff,hamming_max_diff,weekdays_mean,weekdays_mean_error,weekdays_min_diff,weekdays_max_diff,shared_skill_amount,skill_diversity,control,size
3.5,1.5,3,3,65.0,0.0,0,0,4.0,0.0,0,0,4.0,0.0,0,0,0.42857142857142855,0.36734693877551017,0.0,1.0,1,0.8571428571428571,False,2
3.5,1.5,3,3,65.0,0.0,0,0,4.0,0.0,0,0,4.0,0.0,0,0,0.42857142857142855,0.36734693877551017,0.0,1.0,1,0.8571428571428571,False,2
4.5,0.5,1,1,65.0,0.0,0,0,4.0,0.0,0,0,4.0,0.0,0,0,0.42857142857142855,0.36734693877551017,0.0,1.0,2,0.7777777777777778,False,2
4.5,0.5,1,1,65.0,0.0,0,0,4.0,0.0,0,0,4.0,0.0,0,0,0.42857142857142855,0.36734693877551017,0.0,1.0,2,0.7777777777777778,False,2
2.0,0.0,0,0,61.5,3.5,7,7,4.0,0.0,0,0,11.0,0.0,0,0,0.5714285714285714,0.24489795918367346,0.0,1.0,0,1.0,False,2
2.0,0.0,0,0,61.5,3.5,7,7,4.0,0.0,0,0,11.0,0.0,0,0,0.5714285714285714,0.24489795918367346,0.0,1.0,0,1.0,False,2
3.0,1.3333333333333333,0,3,60.666666666666664,5.777777777777779,0,13,4.0,0.0,0,0,11.333333333333334,6.222222222222221,2,15,0.5238095238095238,0.31292517006802717,0.0,1.0,0,0.6666666666666666,False,3
3.0,1.3333333333333333,0,3,60.666666666666664,5.777777777777779,0,13,4.0,0.0,0,0,11.333333333333334,6.222222222222221,2,15,0.5238095238095238,0.31292517006802717,0.0,1.0,0,0.6666666666666666,False,3
4.0,1.3333333333333333,0,3,65.0,0.0,0,0,4.0,0.0,0,0,2.6666666666666665,1.777777777777778,0,4,0.38095238095238093,0.35374149659863946,0.0,1.0,1,0.75,False,3
4.0,1.3333333333333333,0,3,65.0,0.0,0,0,4.0,0.0,0,0,2.6666666666666665,1.777777777777778,0,4,0.38095238095238093,0.35374149659863946,0.0,1.0,1,0.75,False,3
3.6666666666666665,1.1111111111111112,1,3,65.0,0.0,0,0,3.6666666666666665,0.4444444444444445,0,1,3.3333333333333335,0.8888888888888888,0,2,0.38095238095238093,0.35374149659863946,0.0,1.0,1,0.7272727272727273,False,3
3.3333333333333335,1.5555555555555554,1,4,65.0,0.0,0,0,4.0,0.0,0,0,5.333333333333333,0.888888888888889,0,2,0.3333333333333333,0.2857142857142857,0.0,1.0,0,0.7,False,3
3.3333333333333335,1.5555555555555554,1,4,65.0,0.0,0,0,4.0,0.0,0,0,5.333333333333333,0.888888888888889,0,2,0.3333333333333333,0.2857142857142857,0.0,1.0,0,0.7,False,3
3.6666666666666665,1.1111111111111112,1,3,62.666666666666664,3.111111111111112,0,7,4.0,0.0,0,0,9.333333333333334,3.5555555555555554,2,9,0.47619047619047616,0.2585034013605442,0.0,1.0,0,0.8181818181818182,False,3
3.6666666666666665,1.1111111111111112,1,3,62.666666666666664,3.111111111111112,0,7,4.0,0.0,0,0,9.333333333333334,3.5555555555555554,2,9,0.47619047619047616,0.2585034013605442,0.0,1.0,0,0.8181818181818182,False,3
4.333333333333333,0.44444444444444436,0,1,65.0,0.0,0,0,4.0,0.0,0,0,3.3333333333333335,0.8888888888888888,0,2,0.38095238095238093,0.35374149659863946,0.0,1.0,1,0.6153846153846154,False,3
4.333333333333333,0.44444444444444436,0,1,65.0,0.0,0,0,4.0,0.0,0,0,3.3333333333333335,0.8888888888888888,0,2,0.38095238095238093,0.35374149659863946,0.0,1.0,1,0.6153846153846154,False,3
4.0,0.6666666666666666,1,2,65.0,0.0,0,0,4.0,0.0,0,0,2.6666666666666665,1.777777777777778,0,4,0.47619047619047616,0.40816326530612246,0.0,1.0,0,0.6666666666666666,False,3
4.0,0.6666666666666666,1,2,65.0,0.0,0,0,4.0,0.0,0,0,2.6666666666666665,1.777777777777778,0,4,0.47619047619047616,0.40816326530612246,0.0,1.0,0,0.6666666666666666,False,3
4.0,0.5,0,2,60.0,5.0,0,13,3.75,0.375,0,1,13.0,4.333333333333333,0,16,0.4642857142857143,0.25510204081632654,0.0,1.0,0,0.625,False,4
