size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
4,0,11.666666666666666,6,2,0.75,False
4,0,11.666666666666666,6,2,0.75,False
4,0,17.833333333333332,13,4,0.75,False
4,0,15.333333333333334,6,4,0.75,False
4,0,17.833333333333332,13,4,0.75,False
4,0,15.333333333333334,6,4,0.75,False
5,0,7.4,13,3,0.75,False
5,0,7.4,13,3,0.75,False
5,0,13.4,13,3,0.7272727272727273,False
5,0,13.4,13,3,0.7272727272727273,False
4,0,12.333333333333334,13,3,0.8181818181818182,False
4,0,12.333333333333334,13,3,0.8181818181818182,False
4,0,11.0,13,3,0.6923076923076923,False
4,0,11.0,13,3,0.6923076923076923,False
4,0,13.0,13,3,0.7333333333333333,False
4,0,13.0,13,3,0.7333333333333333,False
6,0,13.533333333333333,13,4,0.6875,False
6,0,13.533333333333333,13,4,0.6875,False
4,0,10.666666666666666,13,3,0.7142857142857143,False
4,0,10.666666666666666,13,3,0.7142857142857143,False
4,0,17.0,6,4,0.8181818181818182,False
4,0,17.0,6,4,0.8181818181818182,False
4,0,11.0,13,3,0.7857142857142857,False
4,0,11.0,13,3,0.7857142857142857,False
4,0,7.5,7,2,0.6470588235294118,False
4,0,7.5,7,2,0.6470588235294118,False
4,0,17.833333333333332,13,3,0.7142857142857143,False
4,0,17.833333333333332,13,3,0.7142857142857143,False
4,0,7.833333333333333,7,2,0.6,False
4,0,7.833333333333333,7,2,0.6,False
4,0,17.5,13,3,0.7857142857142857,False
4,0,17.5,13,3,0.7857142857142857,False
8,0,3.0714285714285716,0,4,0.5,False
8,0,3.0714285714285716,0,4,0.5,False
4,0,12.333333333333334,6,4,0.7142857142857143,False
4,0,12.333333333333334,6,4,0.7142857142857143,False
4,0,12.666666666666666,13,3,0.6666666666666666,False
4,0,12.666666666666666,13,3,0.6666666666666666,False
4,0,13.0,13,3,0.7333333333333333,False
4,0,13.0,13,3,0.7333333333333333,False
4,0,11.333333333333334,13,3,0.6666666666666666,False
4,0,7.5,13,2,0.6875,False
4,0,11.333333333333334,13,3,0.6666666666666666,False
4,0,7.5,13,2,0.6875,False
4,0,16.333333333333332,6,3,0.6875,False
4,0,16.333333333333332,6,3,0.6875,False
4,0,16.833333333333332,13,3,0.6470588235294118,False
4,0,16.833333333333332,13,3,0.6470588235294118,False
4,0,8.333333333333334,7,4,0.6923076923076923,False
4,0,8.333333333333334,7,4,0.6923076923076923,False
4,0,8.5,7,4,0.75,False
4,0,8.5,7,4,0.75,False
6,0,15.066666666666666,13,3,0.6666666666666666,False
6,0,15.066666666666666,13,3,0.6666666666666666,False
4,0,5.833333333333333,7,2,0.7058823529411765,False
4,0,5.833333333333333,7,2,0.7058823529411765,False
4,0,10.0,13,3,0.6875,False
