size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
5,0,6.8,0,4,0.7142857142857143,False
5,0,15.2,13,3,0.6875,False
5,0,10.4,13,4,0.7058823529411765,False
5,0,11.2,13,1,0.875,False
5,0,5.6,7,2,0.7142857142857143,False
2,0,15.0,13,1,1.0,False
2,0,15.0,13,1,1.0,False
3,0,11.333333333333334,13,3,0.8181818181818182,False
3,0,11.333333333333334,13,3,0.8181818181818182,False
5,0,8.8,7,4,0.6666666666666666,False
5,0,8.8,7,4,0.6666666666666666,False
6,0,7.8,13,4,0.6842105263157895,False
6,0,15.466666666666667,13,4,0.5789473684210527,False
6,0,10.666666666666666,13,4,0.631578947368421,False
6,0,5.733333333333333,0,4,0.7142857142857143,False
6,0,14.666666666666666,13,3,0.5714285714285714,False
6,0,10.733333333333333,13,4,0.7857142857142857,False
6,0,11.6,13,2,0.8,False
6,0,10.733333333333333,13,4,0.625,False
6,0,10.133333333333333,13,3,0.5652173913043478,False
6,0,11.133333333333333,13,3,0.5714285714285714,False
6,0,14.133333333333333,13,4,0.7647058823529411,False
6,0,10.266666666666667,13,4,0.6111111111111112,False
6,0,13.266666666666667,13,3,0.6111111111111112,False
6,0,11.4,13,3,0.6666666666666666,False
6,0,7.8,13,4,0.6842105263157895,False
6,0,15.466666666666667,13,4,0.5789473684210527,False
6,0,10.666666666666666,13,4,0.631578947368421,False
6,0,5.733333333333333,0,4,0.7142857142857143,False
6,0,14.666666666666666,13,3,0.5714285714285714,False
6,0,10.733333333333333,13,4,0.7857142857142857,False
6,0,11.6,13,2,0.8,False
6,0,10.733333333333333,13,4,0.625,False
6,0,10.133333333333333,13,3,0.5652173913043478,False
6,0,11.133333333333333,13,3,0.5714285714285714,False
6,0,14.133333333333333,13,4,0.7647058823529411,False
6,0,10.266666666666667,13,4,0.6111111111111112,False
6,0,13.266666666666667,13,3,0.6111111111111112,False
6,0,11.4,13,3,0.6666666666666666,False
2,1,11.0,7,1,0.6666666666666666,False
2,1,11.0,7,1,0.6666666666666666,False
3,0,8.666666666666666,7,2,1.0,False
3,0,8.666666666666666,7,2,1.0,False
5,0,14.8,13,2,0.8181818181818182,False
5,0,14.8,13,2,0.8181818181818182,False
7,0,7.619047619047619,13,3,0.5172413793103449,False
7,0,10.476190476190476,13,4,0.5,False
7,0,11.619047619047619,13,4,0.6875,False
7,0,13.142857142857142,13,4,0.5263157894736842,False
7,0,10.857142857142858,13,3,0.5714285714285714,False
7,0,9.142857142857142,13,4,0.52,False
7,0,8.285714285714286,13,4,0.6666666666666666,False
7,0,5.238095238095238,13,3,0.625,False
7,0,7.238095238095238,13,4,0.55,False
7,0,16.19047619047619,13,3,0.7058823529411765,False
7,0,12.19047619047619,13,4,0.6875,False
7,0,11.333333333333334,13,3,0.4782608695652174,False
7,0,11.714285714285714,13,3,0.6666666666666666,False
7,0,10.857142857142858,13,4,0.55,False
7,0,7.619047619047619,13,3,0.5172413793103449,False
7,0,10.476190476190476,13,4,0.5,False
7,0,11.619047619047619,13,4,0.6875,False
7,0,13.142857142857142,13,4,0.5263157894736842,False
7,0,10.857142857142858,13,3,0.5714285714285714,False
7,0,9.142857142857142,13,4,0.52,False
7,0,9.238095238095237,13,3,0.5416666666666666,False
7,0,8.285714285714286,13,4,0.6666666666666666,False
7,0,5.238095238095238,13,3,0.625,False
7,0,7.238095238095238,13,4,0.55,False
7,0,16.19047619047619,13,3,0.7058823529411765,False
7,0,12.19047619047619,13,4,0.6875,False
7,0,11.333333333333334,13,3,0.4782608695652174,False
7,0,11.714285714285714,13,3,0.6666666666666666,False
7,0,10.857142857142858,13,4,0.55,False
2,0,11.0,7,0,1.0,False
2,0,11.0,7,0,1.0,False
3,0,1.3333333333333333,0,1,1.0,False
3,0,1.3333333333333333,0,1,1.0,False
8,0,7.25,13,3,0.5416666666666666,False
8,0,7.25,13,3,0.5416666666666666,False
8,0,16.285714285714285,6,3,0.4375,False
8,0,16.285714285714285,6,3,0.4375,False
8,0,14.25,13,4,0.5,False
8,0,14.25,13,4,0.5,False
