Simplicity,Mean Fitness,Atomicity
115.0,-17.982046126367543,0.0
115.0,-17.982046126367543,0.0
114.0,-16.107553552786708,0.0
114.0,-16.107553552786708,0.0
113.0,-14.694920228180768,0.06601886675293563
113.0,-14.694920228180768,0.06601886675293563
113.0,-14.976861676479954,0.07409616209730177
113.0,-14.976861676479954,0.07409616209730177
113.0,-15.219973262154994,0.07986948469517051
113.0,-15.219973262154994,0.07986948469517051
113.0,-15.281738419202027,0.08406442794692823
113.0,-15.281738419202027,0.08406442794692823
113.0,-15.310943617475619,0.18505934412407585
113.0,-15.310943617475619,0.18505934412407585
112.0,-14.239507456494826,-0.009666559988336569
112.0,-14.239507456494826,-0.009666559988336569
112.0,-14.385886355577112,-0.000974002362372213
112.0,-14.385886355577112,-0.000974002362372213
112.0,-14.412818021895843,0.04283855132603268
112.0,-14.412818021895843,0.04283855132603268
112.0,-14.44912917356624,0.06530434956709173
112.0,-14.44912917356624,0.06530434956709173
112.0,-14.475184198388186,0.09077984723568915
112.0,-14.475184198388186,0.09077984723568915
112.0,-14.524829682390491,0.13865685364952018
112.0,-14.524829682390491,0.13865685364952018
112.0,-14.773347993329317,0.14145423170583266
112.0,-14.773347993329317,0.14145423170583266
112.0,-14.7815519557043,0.18107586964854222
112.0,-14.7815519557043,0.18107586964854222
112.0,-14.823608899520377,0.20379310428443023
112.0,-14.823608899520377,0.20379310428443023
111.0,-14.232875300893223,-0.002766605760058245
111.0,-14.232875300893223,-0.002766605760058245
111.0,-14.286651986305154,0.003248870771990081
111.0,-14.286651986305154,0.003248870771990081
111.0,-14.320493948769874,0.014875172705534945
111.0,-14.320493948769874,0.014875172705534945
111.0,-14.323271845683143,0.019946582035288072
111.0,-14.323271845683143,0.019946582035288072
111.0,-14.352601792824585,0.05668297185291254
111.0,-14.352601792824585,0.05668297185291254
111.0,-14.412818021895843,0.08306420621691064
111.0,-14.412818021895843,0.08306420621691064
111.0,-14.44912917356624,0.10627195141527492
111.0,-14.44912917356624,0.10627195141527492
111.0,-14.524829682390491,0.1392177135509492
111.0,-14.524829682390491,0.1392177135509492
111.0,-14.773347993329317,0.15491033953278413
111.0,-14.773347993329317,0.15491033953278413
110.0,-14.232875300893223,-0.0011874096505131977
110.0,-14.232875300893223,-0.0011874096505131977
110.0,-14.232875300893223,-0.0011874096505131977
110.0,-14.232875300893223,-0.0011874096505131977
110.0,-14.236770179209145,0.005366277928430686
110.0,-14.236770179209145,0.005366277928430686
110.0,-14.286651986305154,0.0104553132310572
110.0,-14.286651986305154,0.0104553132310572
110.0,-14.320493948769874,0.014992861060836863
110.0,-14.320493948769874,0.014992861060836863
110.0,-14.320493948769874,0.014992861060836863
110.0,-14.320493948769874,0.014992861060836863
110.0,-14.320493948769874,0.014992861060836863
