size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
4,0,14.333333333333334,13,4,0.7142857142857143,False
4,0,19.833333333333332,13,3,0.8,False
4,0,14.0,13,3,0.7333333333333333,False
4,0,9.166666666666666,13,4,0.6666666666666666,False
4,0,3.3333333333333335,0,3,0.6363636363636364,False
4,0,12.0,13,3,0.75,False
4,0,13.333333333333334,13,3,0.7857142857142857,False
4,0,14.666666666666666,13,4,0.9090909090909091,False
4,0,9.5,13,3,0.7272727272727273,False
4,0,6.5,7,3,0.6666666666666666,False
4,0,9.5,13,3,0.8181818181818182,False
4,0,15.333333333333334,13,3,0.7692307692307693,False
4,0,14.166666666666666,13,4,0.6,False
4,0,14.5,13,2,0.5833333333333334,False
4,0,13.0,13,4,0.75,False
4,0,13.0,13,4,0.8666666666666667,False
4,0,17.833333333333332,13,4,0.6923076923076923,False
4,0,18.166666666666668,13,4,0.7272727272727273,False
4,0,14.333333333333334,13,4,0.7142857142857143,False
4,0,19.833333333333332,13,3,0.8,False
4,0,14.0,13,3,0.7333333333333333,False
4,0,9.166666666666666,13,4,0.6666666666666666,False
4,0,3.3333333333333335,0,3,0.6363636363636364,False
4,0,12.0,13,3,0.75,False
4,0,13.333333333333334,13,3,0.7857142857142857,False
4,0,14.666666666666666,13,4,0.9090909090909091,False
4,0,9.5,13,3,0.7272727272727273,False
4,0,6.5,7,3,0.6666666666666666,False
4,0,9.5,13,3,0.7272727272727273,False
4,0,9.5,13,3,0.8181818181818182,False
4,0,15.333333333333334,13,3,0.7692307692307693,False
4,0,14.166666666666666,13,4,0.6,False
4,0,14.5,13,2,0.5833333333333334,False
4,0,13.0,13,4,0.75,False
4,0,13.0,13,4,0.8666666666666667,False
4,0,17.833333333333332,13,4,0.6923076923076923,False
4,0,18.166666666666668,13,4,0.7272727272727273,False
6,0,10.933333333333334,13,4,0.5909090909090909,False
6,0,10.933333333333334,13,4,0.5909090909090909,False
2,1,11.0,7,3,0.8571428571428571,False
2,1,11.0,7,3,0.8571428571428571,False
3,0,1.3333333333333333,0,2,0.875,False
3,0,1.3333333333333333,0,2,0.875,False
5,1,6.0,7,4,0.5555555555555556,False
5,1,6.0,7,4,0.5555555555555556,False
3,0,8.666666666666666,7,1,0.8571428571428571,False
3,0,8.666666666666666,7,1,0.8571428571428571,False
6,0,5.133333333333334,7,4,0.6666666666666666,False
6,0,5.133333333333334,7,4,0.6666666666666666,False
3,0,1.3333333333333333,0,2,0.7777777777777778,False
3,0,1.3333333333333333,0,2,0.7777777777777778,False
2,0,4.0,0,0,1.0,False
2,0,4.0,0,0,1.0,False
3,0,8.666666666666666,7,4,0.8,False
3,0,8.666666666666666,7,4,0.8,False
7,0,4.095238095238095,7,4,0.6086956521739131,False
7,0,4.095238095238095,7,4,0.6086956521739131,False
4,1,1.6666666666666667,0,3,0.6153846153846154,False
4,1,1.6666666666666667,0,3,0.6153846153846154,False
5,0,5.6,7,3,0.7,False
5,0,5.6,7,3,0.7,False
2,1,11.0,7,0,0.9,False
2,1,11.0,7,0,0.9,False
4,0,11.5,7,4,0.7142857142857143,False
4,0,11.5,7,4,0.7142857142857143,False
6,0,4.733333333333333,7,4,0.6666666666666666,False
6,0,4.733333333333333,7,4,0.6666666666666666,False
3,0,9.333333333333334,7,4,0.7777777777777778,False
3,0,9.333333333333334,7,4,0.7777777777777778,False
2,1,2.0,0,0,0.75,False
2,1,2.0,0,0,0.75,False
5,0,11.6,13,4,0.6153846153846154,False
5,0,15.6,13,3,0.6111111111111112,False
5,0,7.6,13,3,0.7692307692307693,False
5,0,2.6,0,3,0.7857142857142857,False
5,0,12.8,13,3,0.5384615384615384,False
5,0,12.0,13,3,0.7333333333333333,False
5,0,4.8,7,4,0.75,False
5,0,17.2,13,3,0.7894736842105263,False
5,0,7.6,13,2,0.8125,False
5,0,10.8,13,3,0.6666666666666666,False
5,0,18.2,13,2,0.7777777777777778,False
5,0,12.8,13,2,0.5714285714285714,False
5,0,13.6,13,4,0.7142857142857143,False
5,0,14.6,13,3,0.65,False
5,0,16.0,13,3,0.75,False
5,0,15.8,6,3,0.625,False
5,0,12.0,13,3,0.5238095238095238,False
5,0,18.8,13,4,0.6428571428571429,False
5,0,10.6,13,4,0.6470588235294118,False
5,0,10.6,13,2,0.5714285714285714,False
5,0,7.6,13,3,0.8125,False
5,0,11.8,13,2,0.5909090909090909,False
5,0,11.4,13,2,0.875,False
5,0,8.4,13,3,0.5833333333333334,False
5,0,12.4,13,1,0.6666666666666666,False
5,0,16.4,13,4,0.6,False
5,0,15.0,13,3,0.6428571428571429,False
5,0,18.2,13,4,0.7142857142857143,False
5,0,11.4,13,3,0.625,False
5,0,11.6,13,4,0.6666666666666666,False
5,0,12.4,13,3,0.6923076923076923,False
5,0,10.2,13,2,0.5,False
5,0,7.8,13,2,0.7,False
5,0,21.0,13,3,0.75,False
5,0,12.4,13,3,0.6666666666666666,False
5,0,10.6,13,4,0.7333333333333333,False
5,0,11.8,13,2,0.7272727272727273,False
5,0,7.2,13,4,0.75,False
5,0,7.6,13,3,0.8,False
5,0,14.6,13,4,0.7333333333333333,False
5,0,12.8,13,3,0.6875,False
5,0,13.0,13,2,0.6875,False
5,0,14.6,13,2,0.5333333333333333,False
5,0,11.8,13,4,0.75,False
5,0,10.8,13,3,0.5625,False
5,0,17.4,13,4,0.7142857142857143,False
5,0,15.0,13,1,0.8333333333333334,False
5,0,13.8,13,4,0.6470588235294118,False
5,0,18.0,13,3,0.8181818181818182,False
5,0,16.2,13,4,0.875,False
5,0,11.0,13,3,0.6363636363636364,False
5,0,11.6,13,4,0.7333333333333333,False
5,0,12.8,13,4,0.625,False
5,0,12.8,13,4,0.7142857142857143,False
5,0,11.6,13,4,0.5882352941176471,False
5,0,11.6,13,3,0.6,False
5,0,20.2,13,2,0.7272727272727273,False
5,0,13.2,13,3,0.6666666666666666,False
5,0,17.6,13,3,0.6428571428571429,False
5,0,16.2,13,4,0.6111111111111112,False
5,0,12.4,13,3,0.6842105263157895,False
5,0,12.8,13,4,0.7333333333333333,False
5,0,13.2,13,3,0.7142857142857143,False
5,0,11.8,13,4,0.7272727272727273,False
5,0,10.2,13,4,0.7058823529411765,False
5,0,5.6,7,4,0.5882352941176471,False
5,0,15.0,13,1,0.625,False
5,0,11.6,13,4,0.7857142857142857,False
5,0,14.6,13,4,0.7142857142857143,False
5,0,13.6,13,4,0.6875,False
5,0,13.2,13,4,0.6842105263157895,False
5,0,10.8,13,4,0.6153846153846154,False
5,0,17.2,13,3,0.8181818181818182,False
5,0,14.0,13,3,0.6666666666666666,False
5,0,9.8,13,2,0.7272727272727273,False
5,0,12.4,13,4,0.6111111111111112,False
5,0,15.2,13,3,0.6842105263157895,False
5,0,15.4,13,3,0.6470588235294118,False
5,0,13.4,13,1,0.9166666666666666,False
5,0,13.0,13,2,0.7142857142857143,False
5,0,12.0,13,4,0.625,False
5,0,13.6,13,3,0.7692307692307693,False
5,0,13.0,13,4,0.6875,False
5,0,8.4,7,2,0.55,False
5,0,14.6,13,3,0.7058823529411765,False
5,0,11.0,13,4,0.75,False
5,0,13.2,13,2,0.7142857142857143,False
5,0,11.0,13,4,0.625,False
5,0,13.2,13,3,0.55,False
5,0,15.0,13,3,0.6875,False
5,0,15.4,13,3,0.6,False
5,0,6.4,13,4,0.6875,False
5,0,12.2,13,4,0.6428571428571429,False
5,0,13.6,13,3,0.6842105263157895,False
5,0,12.6,13,4,0.6666666666666666,False
